도시코드,도시명,측정장소코드,측정장소명,측정망코드,측정망구분,측정일자,이산화황측정값(ppm),이산화질소측정값(ppm),일산화탄소측정값(ppm),오존측정값(ppm),PM10측정값(㎍/㎥),PM25측정값(㎍/㎥)
13,남양주시,131241,금곡동,1,도시대기,202502,0.0021,0.0225,0.42,0.024,29,18
13,남양주시,131243,별내동,1,도시대기,202502,0.002,0.0209,0.35,0.0259,34,17
13,남양주시,131242,오남읍,1,도시대기,202502,0.0026,0.0159,0.33,0.0278,43,21
24,화성시,131551,남양읍,1,도시대기,202502,0.0034,0.0166,0.32,0.0267,32,17
7,평택시,131344,송북동,1,도시대기,202502,0.0025,0.0183,0.34,0.0276,36,17
7,평택시,131342,안중,1,도시대기,202502,0.0023,0.0174,0.29,0.0306,49,20
7,평택시,131345,청북읍,1,도시대기,202502,0.0022,0.0146,0.27,0.0285,32,19
7,평택시,131343,평택항,1,도시대기,202502,0.0026,0.0203,0.34,0.0286,43,21
27,포천시,131453,선단동,1,도시대기,202502,0.0028,0.0181,0.43,0.0275,38,23
27,포천시,131454,일동면,1,도시대기,202502,0.0025,0.0083,0.38,0.0351,33,22
18,하남시,131542,미사,1,도시대기,202502,0.0022,0.0201,0.38,0.0269,34,18
18,하남시,131541,신장동,1,도시대기,202502,0.0023,0.0226,0.45,0.0199,32,15
21,이천시,131444,부발읍,1,도시대기,202502,0.0034,0.0188,0.38,0.0249,41,21
21,이천시,131443,장호원읍,1,도시대기,202502,0.0027,0.0103,0.37,0.0267,33,19
7,평택시,131341,비전동,1,도시대기,202502,0.0026,0.0154,0.3,0.0255,40,20
21,이천시,131442,창전동,1,도시대기,202502,0.0034,0.0216,0.37,0.026,35,20
20,파주시,131371,금촌동,1,도시대기,202502,0.0024,0.0204,0.53,0.027,40,25
20,파주시,131372,운정,1,도시대기,202502,0.0022,0.0189,0.52,0.0273,43,23
20,파주시,131374,파주읍,1,도시대기,202502,0.0022,0.0107,0.37,0.0294,32,19
19,용인시,131412,수지,1,도시대기,202502,0.0017,0.0207,0.46,0.0251,36,21
19,용인시,131416,이동읍,1,도시대기,202502,0.0017,0.0165,0.55,0.0236,38,23
19,용인시,131414,중부대로,2,도로변,202502,0.0018,0.0298,0.53,0.0192,37,21
17,의왕시,131223,고천동,1,도시대기,202502,0.0019,0.0197,0.46,0.0251,35,17
17,의왕시,131222,부곡3동,1,도시대기,202502,0.0019,0.0233,0.46,0.027,32,20
3,의정부시,131133,송산3동,1,도시대기,202502,0.0025,0.0194,0.43,0.023,33,18
3,의정부시,131132,의정부1동,1,도시대기,202502,0.0036,0.0216,0.44,0.0257,36,20
3,의정부시,131131,의정부동,1,도시대기,202502,0.0035,0.0213,0.44,0.0251,33,17
7,평택시,131346,고덕동,1,도시대기,202502,0.0025,0.0165,0.3,0.0288,32,18
29,연천군,131601,연천,1,도시대기,202502,0.0019,0.0075,0.51,0.0322,35,17
29,연천군,131602,전곡,1,도시대기,202502,0.0019,0.0096,0.42,0.0315,38,21
14,오산시,131532,금암로,2,도로변,202502,0.0024,0.022,0.44,0.0255,38,23
14,오산시,131531,오산동,1,도시대기,202502,0.0029,0.0235,0.4,0.0254,34,20
19,용인시,131413,기흥,1,도시대기,202502,0.0016,0.0225,0.55,0.0231,39,21
19,용인시,131411,김량장동,1,도시대기,202502,0.0018,0.0231,0.54,0.0245,33,24
19,용인시,131415,모현읍,1,도시대기,202502,0.0016,0.0155,0.44,0.0257,37,20
19,용인시,131417,백암면,1,도시대기,202502,0.0015,0.0121,0.45,0.0294,39,22
24,화성시,131555,청계동,1,도시대기,202502,0.0031,0.0085,0.32,0.0323,30,17
24,화성시,131552,향남읍,1,도시대기,202502,0.0033,0.0114,0.36,0.0273,34,17
31,양평군,131622,양평읍,1,도시대기,202502,0.0019,0.0132,,0.0294,39,25
31,양평군,131621,용문면,1,도시대기,202502,0.0027,0.0128,0.39,0.0301,38,23
28,여주시,131593,가남읍,1,도시대기,202502,0.0032,0.0137,0.38,0.0264,43,24
28,여주시,131592,대신면,1,도시대기,202502,0.0029,0.013,0.4,0.023,33,23
28,여주시,131591,중앙동,1,도시대기,202502,0.0035,0.0179,0.41,0.0248,35,21
15,시흥시,131234,목감동,1,도시대기,202502,0.0037,0.0285,0.42,0.0211,37,20
15,시흥시,131237,배곧동,1,도시대기,202502,0.004,0.0199,0.4,0.0247,37,22
9,안산시,131196,대부동,1,도시대기,202502,0.0023,0.0084,0.33,0.0389,28,18
9,안산시,131193,본오동,1,도시대기,202502,0.0028,0.0252,0.48,0.0223,40,19
24,화성시,131553,동탄,1,도시대기,202502,0.0033,0.0182,0.33,0.0267,33,21
24,화성시,131557,봉담읍,1,도시대기,202502,0.0033,0.0184,0.35,0.0267,30,20
24,화성시,131556,새솔동,1,도시대기,202502,0.0031,0.0175,0.36,0.0312,36,18
24,화성시,131558,서신면,1,도시대기,202502,0.0032,0.0103,0.32,0.0332,35,17
24,화성시,131554,우정읍,1,도시대기,202502,0.0032,0.0095,0.35,0.0311,32,19
1,수원시,131117,고색동,1,도시대기,202502,0.0022,0.0227,0.51,0.0236,34,20
1,수원시,131113,광교동,1,도시대기,202502,0.0017,0.0234,0.47,0.0261,37,22
1,수원시,131111,신풍동,1,도시대기,202502,0.0021,0.0216,0.46,0.0257,32,20
1,수원시,131114,영통동,1,도시대기,202502,0.0016,0.0227,0.45,0.0249,36,23
1,수원시,131112,인계동,1,도시대기,202502,0.002,0.0246,0.49,0.0225,35,21
1,수원시,131115,천천동,1,도시대기,202502,0.0021,0.0248,0.52,0.0264,35,19
1,수원시,131119,호매실,1,도시대기,202502,0.0015,0.0132,0.47,0.0237,31,22
15,시흥시,131233,대야동,1,도시대기,202502,0.0034,0.0202,0.45,0.0273,36,15
2,성남시,131120,대왕판교로,2,도로변,202502,0.004,0.0305,0.63,0.0176,37,19
2,성남시,131126,복정동,1,도시대기,202502,0.0025,0.0212,0.46,0.0274,37,18
2,성남시,131129,상대원동,1,도시대기,202502,0.0026,0.0237,0.48,0.0279,38,16
2,성남시,131125,성남대로,2,도로변,202502,0.0033,0.0349,0.53,0.0172,35,19
2,성남시,131124,수내동,1,도시대기,202502,0.0017,0.0215,0.48,0.0188,31,16
2,성남시,131128,운중동,1,도시대기,202502,0.0023,0.0236,0.4,0.029,35,17
2,성남시,131123,정자동,1,도시대기,202502,0.0021,0.0198,0.46,0.0255,37,18
1,수원시,131116,경수대로,2,도로변,202501,0.0024,0.0359,0.63,0.0143,43,28
26,양주시,131562,고읍,1,도시대기,202501,0.0038,0.0167,0.45,0.0207,39,28
26,양주시,131561,백석읍,1,도시대기,202501,0.0032,0.0208,0.51,0.0214,42,28
5,부천시,831152,내동,1,도시대기,202501,0.0026,0.0291,0.52,0.0165,,
5,부천시,831151,소사본동,1,도시대기,202501,,0.0267,0.62,0.0186,38,
5,부천시,831155,송내대로,2,도로변,202501,0.0018,0.0236,0.44,0.0137,46,26
5,부천시,831154,오정동,1,도시대기,202501,0.0019,0.0238,0.55,0.019,42,25
5,부천시,831153,중2동,1,도시대기,202501,0.0027,0.0237,0.53,0.0212,39,25
2,성남시,131121,단대동,1,도시대기,202501,0.0023,0.0255,0.48,0.018,34,22
9,안산시,131197,호수동,1,도시대기,202501,0.0028,0.026,0.5,0.0197,35,23
22,안성시,131583,공도읍,1,도시대기,202501,0.0019,0.0177,0.48,0.0217,47,34
22,안성시,131581,봉산동,1,도시대기,202501,0.0016,0.0182,0.51,0.0234,43,29
22,안성시,131584,죽산면,1,도시대기,202501,0.0016,0.015,0.53,0.0189,54,34
4,안양시,131142,부림동,1,도시대기,202501,0.0025,0.0218,0.57,0.0194,41,23
4,안양시,131145,안양2동,1,도시대기,202501,0.002,,0.54,0.0183,38,
4,안양시,131141,안양8동,1,도시대기,202501,0.0019,0.0204,0.48,0.0205,35,24
4,안양시,131144,호계3동,1,도시대기,202501,0.0022,0.026,0.54,0.0167,40,29
15,시흥시,131232,시화산단,1,도시대기,202501,0.0033,0.023,0.57,0.0174,45,27
15,시흥시,131235,장현동,1,도시대기,202501,0.0032,0.0255,0.41,0.0204,40,20
15,시흥시,131231,정왕동,1,도시대기,202501,0.0036,0.0266,0.5,0.0171,40,26
9,안산시,131191,고잔동,1,도시대기,202501,0.0025,0.0258,0.49,0.0165,34,22
9,안산시,131195,부곡동,1,도시대기,202501,0.002,0.032,0.57,0.0169,40,
9,안산시,131194,원곡동,1,도시대기,202501,0.0034,0.0293,,0.0157,44,27
9,안산시,131192,초지동,1,도시대기,202501,0.0035,0.0232,0.49,0.0222,,
9,안산시,131198,중앙대로,2,도로변,202501,0.0027,0.0292,0.54,0.0161,36,24
25,광주시,131395,곤지암,1,도시대기,202501,0.0025,0.0222,0.56,0.0183,51,30
25,광주시,131394,오포1동,1,도시대기,202501,0.0024,0.0247,0.6,0.0171,44,29
12,구리시,131211,교문동,1,도시대기,202501,0.0024,0.0171,0.37,0.0186,40,26
12,구리시,131212,동구동,1,도시대기,202501,0.0026,0.0208,0.38,0.0186,,
16,군포시,131501,당동,1,도시대기,202501,0.0026,0.0287,0.47,0.0199,39,23
16,군포시,131502,산본동,1,도시대기,202501,0.0022,0.0152,0.46,0.0197,34,21
23,김포시,131472,고촌읍,1,도시대기,202501,0.0031,0.0227,0.42,0.022,,
15,시흥시,131236,서해안로,2,도로변,202501,0.004,0.0225,0.59,0.0215,41,24
10,고양시,131384,신원동,1,도시대기,202501,0.0034,0.0129,0.5,0.0175,37,27
10,고양시,131385,주엽동,1,도시대기,202501,0.003,0.0206,0.44,0.0209,38,23
10,고양시,131381,행신동,1,도시대기,202501,0.003,0.0221,0.44,0.0206,35,25
11,과천시,131202,과천동,1,도시대기,202501,0.002,0.0256,0.7,0.0174,39,26
11,과천시,131201,별양동,1,도시대기,202501,0.0018,0.0249,0.51,0.0169,38,24
6,광명시,131163,소하동,1,도시대기,202501,0.0024,0.0201,0.53,0.0221,44,26
6,광명시,131161,철산동,1,도시대기,202501,0.0025,0.0241,0.45,0.0208,44,24
25,광주시,131392,경안동,1,도시대기,202501,0.0022,0.0288,0.49,0.0163,49,26
13,남양주시,131246,와부읍,1,도시대기,202501,0.002,0.0203,0.38,0.0238,38,23
13,남양주시,131247,진접읍,1,도시대기,202501,0.0022,0.0242,0.41,0.0227,43,22
13,남양주시,131244,화도읍,1,도시대기,202501,0.0021,0.0254,0.46,0.0155,46,30
8,동두천시,131571,보산동,1,도시대기,202501,0.0038,0.0187,0.51,0.0196,40,19
30,가평군,131611,가평,1,도시대기,202501,0.0026,,,0.0179,,21
30,가평군,131612,설악면,1,도시대기,202501,0.0021,0.0157,0.6,0.0198,,
10,고양시,131383,백마로,2,도로변,202501,0.0033,0.0257,0.48,0.0183,45,30
10,고양시,131382,식사동,1,도시대기,202501,0.003,0.0241,0.43,0.0231,44,27
23,김포시,131471,사우동,1,도시대기,202501,0.0023,0.0232,0.45,0.0224,38,25
23,김포시,131473,월곶면,1,도시대기,202501,0.0027,0.0154,0.38,0.0222,35,26
23,김포시,131475,한강로,2,도로변,202501,0.0033,0.0217,0.46,0.0208,41,24
23,김포시,131474,한강신도시,1,도시대기,202501,0.0031,0.0177,0.44,0.0234,42,32
13,남양주시,131245,경춘로,2,도로변,202501,0.0027,0.0303,0.66,0.0151,49,30
13,남양주시,131241,금곡동,1,도시대기,202501,0.0021,0.0257,0.49,0.0176,30,25
13,남양주시,131243,별내동,1,도시대기,202501,0.002,0.0249,0.41,0.0177,41,26
13,남양주시,131242,오남읍,1,도시대기,202501,0.0024,0.0203,0.37,0.0203,47,28
24,화성시,131556,새솔동,1,도시대기,202501,0.0025,,,,39,23
7,평택시,131342,안중,1,도시대기,202501,0.0021,0.0193,0.31,0.025,,27
7,평택시,131345,청북읍,1,도시대기,202501,,0.0171,0.32,0.0221,36,
7,평택시,131343,평택항,1,도시대기,202501,0.0025,0.014,,0.022,46,28
27,포천시,131453,선단동,1,도시대기,202501,0.003,0.0219,0.51,0.0198,43,30
27,포천시,131454,일동면,1,도시대기,202501,0.0026,0.0104,0.44,0.027,36,27
18,하남시,131542,미사,1,도시대기,202501,0.0023,0.0234,0.44,0.0193,38,22
18,하남시,131541,신장동,1,도시대기,202501,0.0022,0.0264,0.49,0.0142,35,20
24,화성시,131551,남양읍,1,도시대기,202501,0.0033,0.0189,0.35,0.0209,36,25
21,이천시,131444,부발읍,1,도시대기,202501,0.0035,0.0213,0.46,0.0164,50,33
21,이천시,131443,장호원읍,1,도시대기,202501,0.0026,0.0119,0.4,0.0193,39,26
7,평택시,131341,비전동,1,도시대기,202501,,0.014,0.36,,48,
21,이천시,131442,창전동,1,도시대기,202501,0.0034,0.0245,0.42,0.0172,43,31
20,파주시,131371,금촌동,1,도시대기,202501,0.0022,0.017,0.69,0.0199,45,33
20,파주시,131372,운정,1,도시대기,202501,0.0021,0.0222,0.62,0.0193,49,29
20,파주시,131374,파주읍,1,도시대기,202501,0.0022,0.0134,0.47,0.0228,39,25
7,평택시,131344,송북동,1,도시대기,202501,0.0024,0.0258,0.39,0.0203,48,30
19,용인시,131412,수지,1,도시대기,202501,0.0018,0.0264,0.52,0.0181,41,27
19,용인시,131416,이동읍,1,도시대기,202501,0.0017,0.0186,0.53,0.0173,43,31
19,용인시,131414,중부대로,2,도로변,202501,0.0018,0.033,0.57,0.0139,43,29
17,의왕시,131223,고천동,1,도시대기,202501,0.0019,0.0234,0.51,0.0187,40,23
17,의왕시,131222,부곡3동,1,도시대기,202501,0.0019,0.0261,0.48,0.0194,38,26
3,의정부시,131133,송산3동,1,도시대기,202501,0.0026,0.0248,0.47,0.0155,37,23
3,의정부시,131132,의정부1동,1,도시대기,202501,0.0028,0.0243,0.54,0.0168,40,27
3,의정부시,131131,의정부동,1,도시대기,202501,0.0035,0.0274,0.51,0.017,37,27
7,평택시,131346,고덕동,1,도시대기,202501,0.0024,0.0176,0.28,0.0242,39,
29,연천군,131602,전곡,1,도시대기,202501,0.0019,0.0105,0.46,0.0228,40,27
14,오산시,131532,금암로,2,도로변,202501,0.0024,0.0246,0.5,0.02,45,31
14,오산시,131531,오산동,1,도시대기,202501,0.0029,0.0257,0.46,0.0195,40,27
19,용인시,131413,기흥,1,도시대기,202501,0.0017,0.0258,0.6,0.0176,44,28
19,용인시,131411,김량장동,1,도시대기,202501,0.0019,0.0266,0.63,0.0162,39,32
19,용인시,131415,모현읍,1,도시대기,202501,0.0016,0.0196,0.51,0.0179,42,25
19,용인시,131417,백암면,1,도시대기,202501,0.0015,0.0153,0.51,0.0206,48,31
24,화성시,131555,청계동,1,도시대기,202501,0.0027,0.0105,0.39,0.0237,35,24
24,화성시,131552,향남읍,1,도시대기,202501,0.0032,0.0143,0.38,0.0206,39,25
31,양평군,131622,양평읍,1,도시대기,202501,0.0018,0.0172,0.57,0.0197,46,34
31,양평군,131621,용문면,1,도시대기,202501,0.0026,0.0163,0.47,0.0194,44,32
28,여주시,131593,가남읍,1,도시대기,202501,0.0031,0.0155,0.43,0.0169,53,38
28,여주시,131592,대신면,1,도시대기,202501,0.0026,0.0159,0.47,0.0198,41,33
28,여주시,131591,중앙동,1,도시대기,202501,0.003,0.0217,0.51,0.0169,45,33
29,연천군,131601,연천,1,도시대기,202501,0.002,0.0089,,0.0241,37,23
15,시흥시,131234,목감동,1,도시대기,202501,0.0033,0.0318,0.5,0.0158,44,25
15,시흥시,131237,배곧동,1,도시대기,202501,0.0034,0.0249,0.48,0.0178,42,27
9,안산시,131196,대부동,1,도시대기,202501,0.0016,0.0111,0.38,0.0319,30,22
9,안산시,131193,본오동,1,도시대기,202501,0.0031,0.0288,0.5,0.0142,45,26
24,화성시,131553,동탄,1,도시대기,202501,0.0034,0.0202,0.37,0.0209,38,28
24,화성시,131557,봉담읍,1,도시대기,202501,0.0034,0.0227,0.44,0.0201,38,27
24,화성시,131558,서신면,1,도시대기,202501,0.0031,0.0118,0.36,0.0268,38,24
24,화성시,131554,우정읍,1,도시대기,202501,0.0031,0.0109,0.39,0.0256,37,25
1,수원시,131117,고색동,1,도시대기,202501,0.0024,0.0269,0.54,0.0171,35,26
1,수원시,131113,광교동,1,도시대기,202501,0.0017,0.0267,0.52,0.0197,43,29
1,수원시,131111,신풍동,1,도시대기,202501,0.002,0.0258,0.56,0.0168,32,27
1,수원시,131114,영통동,1,도시대기,202501,0.0016,0.0259,0.58,0.0189,42,31
1,수원시,131112,인계동,1,도시대기,202501,0.0021,0.03,0.56,0.0165,42,29
1,수원시,131115,천천동,1,도시대기,202501,0.0025,0.0309,0.56,0.0193,36,25
1,수원시,131119,호매실,1,도시대기,202501,0.0016,0.0181,0.52,0.019,36,28
15,시흥시,131233,대야동,1,도시대기,202501,0.0034,0.0249,0.48,0.0179,40,20
2,성남시,131120,대왕판교로,2,도로변,202501,0.0041,0.0344,0.72,0.0106,42,26
2,성남시,131126,복정동,1,도시대기,202501,0.0024,0.0234,0.5,0.02,44,24
2,성남시,131129,상대원동,1,도시대기,202501,0.0022,0.0279,0.5,0.0189,40,22
2,성남시,131125,성남대로,2,도로변,202501,0.003,0.0386,0.6,0.0115,39,25
2,성남시,131124,수내동,1,도시대기,202501,0.0017,0.025,0.52,0.0137,37,26
2,성남시,131128,운중동,1,도시대기,202501,0.0024,0.0279,0.44,0.0199,40,22
2,성남시,131123,정자동,1,도시대기,202501,0.0021,0.0246,0.53,0.0176,42,25
5,부천시,831154,오정동,1,도시대기,202412,0.0021,0.0218,0.49,0.0183,37,18
5,부천시,831153,중2동,1,도시대기,202412,0.003,0.0215,0.48,0.0207,33,18
2,성남시,131121,단대동,1,도시대기,202412,0.0023,0.0239,0.44,0.0167,31,17
2,성남시,131120,대왕판교로,2,도로변,202412,0.0053,0.0337,0.78,0.0089,35,19
2,성남시,131126,복정동,1,도시대기,202412,0.0025,0.0234,0.47,0.0187,37,17
2,성남시,131129,상대원동,1,도시대기,202412,0.0024,0.0265,0.53,0.0159,32,15
2,성남시,131125,성남대로,2,도로변,202412,0.0032,0.0307,0.54,0.0079,33,18
2,성남시,131124,수내동,1,도시대기,202412,0.002,0.0245,0.52,0.0122,26,19
2,성남시,131128,운중동,1,도시대기,202412,0.0024,0.0263,0.36,0.0189,33,15
2,성남시,131123,정자동,1,도시대기,202412,0.0021,0.024,0.5,0.0153,34,17
15,시흥시,131236,서해안로,2,도로변,202412,0.0035,0.0207,0.53,0.021,36,17
15,시흥시,131232,시화산단,1,도시대기,202412,0.0034,0.0198,0.52,0.0176,40,19
15,시흥시,131235,장현동,1,도시대기,202412,0.0031,0.0244,0.38,0.0181,36,15
15,시흥시,131231,정왕동,1,도시대기,202412,0.0036,0.0253,0.47,0.0171,36,20
9,안산시,131191,고잔동,1,도시대기,202412,0.0027,0.0257,0.45,0.0158,29,16
9,안산시,131195,부곡동,1,도시대기,202412,0.0025,0.0333,0.54,0.0142,37,
9,안산시,131194,원곡동,1,도시대기,202412,0.0035,0.0293,0.5,0.0136,34,22
9,안산시,131192,초지동,1,도시대기,202412,0.0038,0.0226,0.42,0.0196,,
9,안산시,131198,중앙대로,2,도로변,202412,0.003,0.0289,0.5,0.0134,35,15
9,안산시,131197,호수동,1,도시대기,202412,0.0029,0.0253,0.47,0.0174,30,17
22,안성시,131583,공도읍,1,도시대기,202412,0.0018,0.0199,0.43,0.0171,39,24
22,안성시,131581,봉산동,1,도시대기,202412,0.0019,0.0202,0.42,0.018,35,20
22,안성시,131584,죽산면,1,도시대기,202412,0.0018,0.0166,0.45,0.0164,41,25
4,안양시,131142,부림동,1,도시대기,202412,0.0025,0.024,0.53,0.0172,37,18
4,안양시,131145,안양2동,1,도시대기,202412,0.0024,0.0322,0.6,0.0165,32,17
4,안양시,131141,안양8동,1,도시대기,202412,0.002,0.019,0.45,0.0185,30,19
10,고양시,131382,식사동,1,도시대기,202412,0.0027,0.0196,0.4,0.0214,40,19
10,고양시,131384,신원동,1,도시대기,202412,0.004,0.0129,0.51,0.0143,35,22
10,고양시,131385,주엽동,1,도시대기,202412,0.0031,0.0183,0.41,0.0198,33,13
10,고양시,131381,행신동,1,도시대기,202412,0.0035,0.0204,0.41,0.0185,32,18
11,과천시,131202,과천동,1,도시대기,202412,0.0021,0.0229,0.61,0.0171,33,18
11,과천시,131201,별양동,1,도시대기,202412,0.0021,0.0235,0.47,0.0159,31,16
6,광명시,131163,소하동,1,도시대기,202412,0.0027,0.0205,0.51,0.0212,38,20
6,광명시,131161,철산동,1,도시대기,202412,0.0028,0.023,0.4,0.0186,39,20
25,광주시,131392,경안동,1,도시대기,202412,0.0022,0.0284,0.45,0.014,40,19
25,광주시,131395,곤지암,1,도시대기,202412,0.0024,0.0227,0.52,0.0158,41,22
25,광주시,131394,오포1동,1,도시대기,202412,0.0023,0.0208,0.55,0.0171,36,22
12,구리시,131211,교문동,1,도시대기,202412,0.0024,0.0145,0.33,0.0194,34,18
12,구리시,131212,동구동,1,도시대기,202412,0.0023,0.0183,0.36,0.0169,,21
16,군포시,131501,당동,1,도시대기,202412,0.0027,0.0258,0.46,0.0183,36,19
16,군포시,131502,산본동,1,도시대기,202412,0.0016,0.0156,0.48,0.02,31,16
23,김포시,131472,고촌읍,1,도시대기,202412,0.0033,0.0185,0.45,0.0218,,
23,김포시,131471,사우동,1,도시대기,202412,0.0031,0.0211,0.51,0.0211,35,19
23,김포시,131473,월곶면,1,도시대기,202412,0.0037,0.0159,0.45,0.0195,33,21
23,김포시,131475,한강로,2,도로변,202412,0.0035,0.0209,0.43,0.0185,38,19
23,김포시,131474,한강신도시,1,도시대기,202412,0.0036,0.0167,0.42,0.0226,39,24
13,남양주시,131245,경춘로,2,도로변,202412,0.0029,0.0315,0.57,0.0122,46,21
13,남양주시,131241,금곡동,1,도시대기,202412,0.0019,0.0234,0.45,0.0153,25,18
13,남양주시,131243,별내동,1,도시대기,202412,0.0022,0.0233,0.37,0.0156,33,17
13,남양주시,131242,오남읍,1,도시대기,202412,0.0028,0.0179,0.34,0.0181,42,20
13,남양주시,131246,와부읍,1,도시대기,202412,0.0018,0.0184,0.35,0.021,33,18
13,남양주시,131247,진접읍,1,도시대기,202412,0.0023,0.0213,0.38,0.0203,37,17
13,남양주시,131244,화도읍,1,도시대기,202412,0.0022,0.0226,0.41,0.0146,39,21
8,동두천시,131571,보산동,1,도시대기,202412,0.0042,0.0185,0.5,0.0128,34,13
30,가평군,131611,가평,1,도시대기,202412,0.0024,0.0135,0.49,0.0191,28,13
30,가평군,131612,설악면,1,도시대기,202412,0.0023,0.0132,0.48,0.0188,36,17
10,고양시,131383,백마로,2,도로변,202412,0.0028,0.0237,0.39,0.0166,42,23
7,평택시,131344,송북동,1,도시대기,202412,0.0027,0.0236,0.35,0.0164,42,21
7,평택시,131342,안중,1,도시대기,202412,0.0023,0.0172,0.27,0.0224,,23
7,평택시,131345,청북읍,1,도시대기,202412,0.0021,0.0179,0.26,0.0179,32,
7,평택시,131343,평택항,1,도시대기,202412,0.0019,0.0123,,0.0174,42,19
27,포천시,131453,선단동,1,도시대기,202412,0.0032,0.0207,0.47,0.0178,37,23
27,포천시,131454,일동면,1,도시대기,202412,0.0026,0.0098,0.42,0.0251,29,19
18,하남시,131542,미사,1,도시대기,202412,0.0025,0.0228,0.42,0.0164,32,16
18,하남시,131541,신장동,1,도시대기,202412,0.0016,0.0268,0.48,0.0126,,
24,화성시,131551,남양읍,1,도시대기,202412,0.0034,0.0191,0.32,0.0168,34,19
19,용인시,131417,백암면,1,도시대기,202412,0.0018,0.0158,0.44,0.0179,39,22
19,용인시,131412,수지,1,도시대기,202412,0.0021,0.0246,0.46,0.0168,33,20
19,용인시,131416,이동읍,1,도시대기,202412,0.0019,0.0207,0.5,0.0135,36,23
19,용인시,131414,중부대로,2,도로변,202412,0.0019,0.0328,0.57,0.0109,34,20
17,의왕시,131223,고천동,1,도시대기,202412,0.0018,0.0237,0.44,0.017,32,15
17,의왕시,131222,부곡3동,1,도시대기,202412,0.0021,0.0299,0.42,0.016,32,19
3,의정부시,131133,송산3동,1,도시대기,202412,0.0027,0.0241,0.44,0.0133,30,17
3,의정부시,131132,의정부1동,1,도시대기,202412,0.002,0.022,0.52,0.015,35,21
3,의정부시,131131,의정부동,1,도시대기,202412,0.0041,0.0242,0.48,0.0165,33,19
21,이천시,131444,부발읍,1,도시대기,202412,0.0035,0.022,0.42,0.0151,41,23
21,이천시,131443,장호원읍,1,도시대기,202412,0.0031,0.0141,0.42,0.016,33,19
7,평택시,131341,비전동,1,도시대기,202412,0.0029,0.0167,0.35,0.0128,40,
21,이천시,131442,창전동,1,도시대기,202412,0.0032,0.0234,0.38,0.0156,34,20
20,파주시,131371,금촌동,1,도시대기,202412,0.0029,0.023,0.58,0.0169,41,27
20,파주시,131372,운정,1,도시대기,202412,0.0023,0.0211,0.54,0.0181,40,22
20,파주시,131374,파주읍,1,도시대기,202412,0.0029,0.0137,0.39,0.0184,33,18
24,화성시,131554,우정읍,1,도시대기,202412,0.0033,0.0117,0.37,0.0226,33,19
24,화성시,131555,청계동,1,도시대기,202412,0.0031,0.0123,0.38,0.0195,30,16
24,화성시,131552,향남읍,1,도시대기,202412,0.0036,0.017,0.38,0.0173,36,18
31,양평군,131622,양평읍,1,도시대기,202412,0.0022,0.0154,0.44,0.0192,35,25
31,양평군,131621,용문면,1,도시대기,202412,0.0025,0.0155,0.44,0.0164,35,22
28,여주시,131593,가남읍,1,도시대기,202412,0.0029,0.0166,0.4,0.0151,44,27
28,여주시,131592,대신면,1,도시대기,202412,0.0028,0.012,0.44,0.0159,34,23
28,여주시,131591,중앙동,1,도시대기,202412,0.0032,0.0249,0.48,0.0153,36,23
29,연천군,131601,연천,1,도시대기,202412,0.0021,0.009,,0.0207,32,15
7,평택시,131346,고덕동,1,도시대기,202412,0.0024,0.0184,0.27,0.018,36,
29,연천군,131602,전곡,1,도시대기,202412,0.0025,0.0107,0.41,0.0205,34,20
14,오산시,131532,금암로,2,도로변,202412,0.0026,0.0246,0.47,0.0156,38,20
14,오산시,131531,오산동,1,도시대기,202412,0.0028,0.0259,0.44,0.0167,33,18
19,용인시,131413,기흥,1,도시대기,202412,0.0019,0.026,0.55,0.0144,37,20
19,용인시,131411,김량장동,1,도시대기,202412,0.0021,0.0263,0.59,0.0142,31,23
19,용인시,131415,모현읍,1,도시대기,202412,0.0018,0.0198,0.48,0.0157,36,19
1,수원시,131116,경수대로,2,도로변,202412,0.0031,0.0361,0.58,0.012,35,21
1,수원시,131117,고색동,1,도시대기,202412,0.0025,0.0271,0.57,0.0138,30,20
1,수원시,131113,광교동,1,도시대기,202412,0.0018,0.0274,0.48,0.0166,38,21
1,수원시,131111,신풍동,1,도시대기,202412,0.0024,0.0255,0.51,0.0155,31,19
1,수원시,131114,영통동,1,도시대기,202412,0.0017,0.0257,0.58,0.0159,37,23
1,수원시,131112,인계동,1,도시대기,202412,0.0024,0.0298,0.51,0.0143,34,20
1,수원시,131115,천천동,1,도시대기,202412,0.0027,0.0278,0.41,0.0177,30,18
1,수원시,131119,호매실,1,도시대기,202412,0.0018,0.017,0.44,0.0179,29,21
15,시흥시,131233,대야동,1,도시대기,202412,0.0036,0.0235,0.43,0.0167,34,15
15,시흥시,131234,목감동,1,도시대기,202412,0.0042,0.0323,0.53,0.013,41,19
15,시흥시,131237,배곧동,1,도시대기,202412,0.0038,0.0245,0.45,0.0166,39,21
9,안산시,131196,대부동,1,도시대기,202412,0.0016,0.0095,0.34,0.0289,25,
9,안산시,131193,본오동,1,도시대기,202412,0.0025,0.0246,0.52,0.0155,39,19
24,화성시,131553,동탄,1,도시대기,202412,0.0033,0.0218,0.36,0.0166,34,21
24,화성시,131557,봉담읍,1,도시대기,202412,0.0036,0.0226,0.42,0.0167,33,21
