도시코드,도시명,측정장소코드,측정장소명,측정망코드,측정망구분,측정일자,이산화황측정값(ppm),이산화질소측정값(ppm),일산화탄소측정값(ppm),오존측정값(ppm),PM10측정값(㎍/㎥),PM25측정값(㎍/㎥)
28,여주시,131591,중앙동,1,도시대기,202406,0.0035,0.0095,0.33,0.0509,37,23
29,연천군,131601,연천,1,도시대기,202406,0.001,0.0043,0.35,0.0492,25,11
21,이천시,131444,부발읍,1,도시대기,202406,0.0036,0.0114,0.33,0.0574,41,25
29,연천군,131602,전곡,1,도시대기,202406,0.001,0.0049,0.33,0.0467,27,15
14,오산시,131532,금암로,2,도로변,202406,0.0027,0.0135,0.33,0.0481,32,19
14,오산시,131531,오산동,1,도시대기,202406,0.0027,0.0164,0.31,0.0558,31,18
19,용인시,131413,기흥,1,도시대기,202406,0.0018,0.0146,0.44,0.0492,32,17
19,용인시,131411,김량장동,1,도시대기,202406,0.0016,0.0117,0.32,0.0494,27,19
19,용인시,131415,모현읍,1,도시대기,202406,0.0014,0.008,0.45,0.048,35,15
19,용인시,131417,백암면,1,도시대기,202406,0.0015,0.0062,0.42,0.0481,32,16
19,용인시,131412,수지,1,도시대기,202406,0.0015,0.0107,0.43,0.0549,30,18
19,용인시,131416,이동읍,1,도시대기,202406,0.0015,0.0097,0.38,0.0499,29,16
19,용인시,131414,중부대로,2,도로변,202406,0.0021,0.0207,0.45,0.0484,29,17
17,의왕시,131223,고천동,1,도시대기,202406,0.0015,0.0149,0.39,0.0486,27,12
17,의왕시,131222,부곡3동,1,도시대기,202406,0.0017,0.0162,0.42,0.0548,31,17
3,의정부시,131133,송산3동,1,도시대기,202406,0.0028,0.0104,0.31,0.0447,28,16
3,의정부시,131132,의정부1동,1,도시대기,202406,0.0028,0.0106,0.23,0.0518,31,14
3,의정부시,131131,의정부동,1,도시대기,202406,0.0028,0.0096,0.32,0.0525,32,14
21,이천시,131443,장호원읍,1,도시대기,202406,0.0033,0.0069,0.33,0.0554,34,19
21,이천시,131442,창전동,1,도시대기,202406,0.0038,0.0099,0.34,0.0577,31,18
7,평택시,131341,비전동,1,도시대기,202406,0.0021,0.0088,0.16,0.0568,38,20
7,평택시,131344,송북동,1,도시대기,202406,0.0033,0.0102,,0.0439,37,15
20,파주시,131371,금촌동,1,도시대기,202406,0.0016,0.009,0.43,0.0525,34,16
4,안양시,131145,안양2동,1,도시대기,202406,0.0019,0.0178,0.34,0.0522,33,
4,안양시,131141,안양8동,1,도시대기,202406,0.0016,0.0101,0.27,0.0556,30,18
4,안양시,131144,호계3동,1,도시대기,202406,0.0029,0.0132,0.26,0.0562,29,12
26,양주시,131562,고읍,1,도시대기,202406,0.0028,0.011,0.3,0.0495,31,20
26,양주시,131561,백석읍,1,도시대기,202406,0.003,0.0073,0.27,0.0528,30,17
5,부천시,831151,소사본동,1,도시대기,202406,0.0021,0.0121,0.38,0.0498,33,16
5,부천시,831155,송내대로,2,도로변,202406,0.0028,0.0223,0.37,0.0396,36,15
5,부천시,831154,오정동,1,도시대기,202406,0.002,0.0129,0.43,0.0517,32,14
5,부천시,831153,중2동,1,도시대기,202406,0.0023,0.0126,0.32,0.0508,32,20
2,성남시,131121,단대동,1,도시대기,202406,0.0014,0.0121,0.35,0.0553,32,15
2,성남시,131120,대왕판교로,2,도로변,202406,0.0016,0.0297,0.37,0.0335,29,14
2,성남시,131126,복정동,1,도시대기,202406,0.002,0.015,0.39,0.0543,32,15
2,성남시,131129,상대원동,1,도시대기,202406,0.0021,0.0179,0.43,0.0515,28,14
2,성남시,131125,성남대로,2,도로변,202406,0.0019,0.0306,0.46,0.038,32,15
2,성남시,131124,수내동,1,도시대기,202406,0.0015,0.0152,0.39,0.0481,30,15
2,성남시,131128,운중동,1,도시대기,202406,0.0017,0.0112,0.41,0.0574,31,14
2,성남시,131123,정자동,1,도시대기,202406,0.0018,0.0117,0.48,0.0569,27,16
1,수원시,131114,영통동,1,도시대기,202406,,,,,,
1,수원시,131119,호매실,1,도시대기,202406,,,,,,
15,시흥시,131236,서해안로,2,도로변,202406,0.0027,0.0149,,0.049,33,20
1,수원시,131116,경수대로,2,도로변,202406,0.0017,0.0221,0.51,0.0385,32,17
9,안산시,131196,대부동,1,도시대기,202404,0.0027,0.0131,0.31,0.0451,50,21
1,수원시,131117,고색동,1,도시대기,202404,0.0016,0.0189,0.35,0.0433,63,19
24,화성시,131551,남양읍,1,도시대기,202404,0.0025,0.0123,0.31,0.0448,55,25
24,화성시,131557,봉담읍,1,도시대기,202404,0.0035,0.0168,0.36,0.0408,57,25
14,오산시,131531,오산동,1,도시대기,202404,0.0025,0.0232,0.39,0.0431,51,24
19,용인시,131414,중부대로,2,도로변,202404,0.0019,0.0253,0.48,0.0392,50,21
3,의정부시,131131,의정부동,1,도시대기,202404,0.0028,0.0142,0.38,0.043,52,18
7,평택시,131346,고덕동,1,도시대기,202404,0.002,0.0152,0.21,0.0466,55,25
11,과천시,131202,과천동,1,도시대기,202404,0.0015,0.0176,0.47,0.0388,53,17
28,여주시,131592,대신면,1,도시대기,202404,0.0037,0.0101,0.4,0.0455,55,31
31,양평군,131622,양평읍,1,도시대기,202404,0.0012,0.0116,0.36,0.0467,54,22
15,시흥시,131237,배곧동,1,도시대기,202404,0.0029,0.023,0.4,0.0372,60,30
19,용인시,131412,수지,1,도시대기,202404,0.0013,0.0174,0.44,0.0406,54,21
19,용인시,131416,이동읍,1,도시대기,202404,0.0012,0.013,0.38,0.041,48,20
17,의왕시,131223,고천동,1,도시대기,202404,0.0015,0.0188,0.43,0.0402,49,18
17,의왕시,131222,부곡3동,1,도시대기,202404,0.0016,0.0235,0.48,0.0428,51,23
3,의정부시,131133,송산3동,1,도시대기,202404,0.0028,0.0187,0.35,0.0385,45,17
3,의정부시,131132,의정부1동,1,도시대기,202404,0.003,0.0142,0.3,0.0487,51,20
21,이천시,131444,부발읍,1,도시대기,202404,0.0032,0.0132,0.38,0.0466,64,31
21,이천시,131443,장호원읍,1,도시대기,202404,0.0031,0.01,0.39,0.0462,56,24
21,이천시,131442,창전동,1,도시대기,202404,0.0039,0.0126,0.43,0.0464,51,22
20,파주시,131371,금촌동,1,도시대기,202404,0.0014,0.0132,0.46,0.0453,54,22
20,파주시,131372,운정,1,도시대기,202404,0.0017,0.0151,0.45,0.0411,51,22
20,파주시,131374,파주읍,1,도시대기,202404,0.0012,0.0072,0.36,0.0452,45,17
7,평택시,131341,비전동,1,도시대기,202404,0.0013,0.013,0.2,0.0432,61,24
18,하남시,131541,신장동,1,도시대기,202404,0.0029,0.0263,0.32,0.0399,50,22
24,화성시,131556,새솔동,1,도시대기,202404,0.0034,0.0145,0.36,0.0424,52,21
24,화성시,131558,서신면,1,도시대기,202404,0.0034,0.0097,0.34,0.0441,54,27
24,화성시,131554,우정읍,1,도시대기,202404,0.0044,0.0131,0.36,0.0415,56,29
23,김포시,131472,고촌읍,1,도시대기,202404,0.0034,0.0117,0.34,0.0417,48,24
23,김포시,131474,한강신도시,1,도시대기,202404,0.003,0.0135,0.35,0.0485,54,29
8,동두천시,131571,보산동,1,도시대기,202404,0.0025,0.0104,0.29,0.0438,44,16
10,고양시,131383,백마로,2,도로변,202404,0.0023,0.0197,0.39,0.0378,61,26
24,화성시,131555,청계동,1,도시대기,202404,0.0035,0.0107,0.36,0.0521,49,24
24,화성시,131552,향남읍,1,도시대기,202404,0.0044,0.0135,0.35,0.0425,58,28
29,연천군,131601,연천,1,도시대기,202404,0.001,0.0062,0.34,0.0484,40,15
29,연천군,131602,전곡,1,도시대기,202404,0.0011,0.007,0.31,0.0452,46,21
14,오산시,131532,금암로,2,도로변,202404,0.0025,0.0193,0.4,0.0389,53,21
19,용인시,131413,기흥,1,도시대기,202404,0.0015,0.0188,0.43,0.0447,55,20
19,용인시,131411,김량장동,1,도시대기,202404,0.0012,0.0163,0.4,0.0404,48,25
19,용인시,131415,모현읍,1,도시대기,202404,0.0011,0.0111,0.42,0.0404,57,19
19,용인시,131417,백암면,1,도시대기,202404,0.0013,0.0088,0.36,0.0459,59,22
1,수원시,131116,경수대로,2,도로변,202404,0.0015,0.0285,0.59,0.0313,57,23
1,수원시,131114,영통동,1,도시대기,202404,0.0023,0.0191,0.52,0.0431,57,22
1,수원시,131112,인계동,1,도시대기,202404,0.0019,0.0235,0.48,0.0406,52,21
1,수원시,131115,천천동,1,도시대기,202404,0.0019,0.0203,0.49,0.0427,52,21
9,안산시,131195,부곡동,1,도시대기,202404,0.0027,0.0265,0.41,0.0348,48,17
9,안산시,131192,원시동,1,도시대기,202404,0.0057,0.0174,0.34,0.036,63,28
9,안산시,131198,중앙대로,2,도로변,202404,0.003,0.0257,0.42,0.033,52,22
9,안산시,131197,호수동,1,도시대기,202404,0.0028,0.0196,0.34,0.0391,49,19
22,안성시,131583,공도읍,1,도시대기,202404,0.0014,0.013,0.4,0.0456,61,28
4,안양시,131142,부림동,1,도시대기,202404,0.0025,0.0176,0.36,0.0468,58,24
24,화성시,131553,동탄,1,도시대기,202404,,0.0161,0.38,0.045,57,25
7,평택시,131344,송북동,1,도시대기,202404,0.0024,0.014,0.28,0.0415,63,23
7,평택시,131342,안중,1,도시대기,202404,0.0023,0.0141,0.17,0.0478,55,29
7,평택시,131345,청북읍,1,도시대기,202404,0.002,0.0115,0.16,0.0415,55,30
7,평택시,131343,평택항,1,도시대기,202404,0.0019,0.0219,0.24,0.0391,62,29
27,포천시,131453,선단동,1,도시대기,202404,0.0027,0.0121,0.28,0.0428,42,21
27,포천시,131454,일동면,1,도시대기,202404,0.0022,0.0069,0.31,0.0483,40,18
18,하남시,131542,미사,1,도시대기,202404,0.0023,0.017,0.37,0.0452,54,19
9,안산시,131193,본오동,1,도시대기,202404,0.0026,0.0146,0.41,0.0408,51,17
5,부천시,831152,내동,1,도시대기,202404,0.0031,0.0248,0.43,0.0312,58,26
5,부천시,831151,소사본동,1,도시대기,202404,0.0034,0.0206,0.45,0.0384,55,22
5,부천시,831155,송내대로,2,도로변,202404,0.0029,0.0284,0.39,0.0315,62,21
5,부천시,831154,오정동,1,도시대기,202404,0.002,0.0203,0.47,0.0388,60,25
1,수원시,131113,광교동,1,도시대기,202404,0.0021,0.0208,0.39,0.0402,57,31
1,수원시,131111,신풍동,1,도시대기,202404,0.002,0.0176,0.47,0.0384,52,22
5,부천시,831153,중2동,1,도시대기,202404,0.0018,0.0213,0.42,0.0399,55,26
2,성남시,131121,단대동,1,도시대기,202404,0.0013,0.0162,0.44,0.0432,54,18
2,성남시,131120,대왕판교로,2,도로변,202404,0.0016,0.0349,0.55,0.0227,51,18
2,성남시,131126,복정동,1,도시대기,202404,0.0022,0.0193,0.39,0.0436,48,18
2,성남시,131129,상대원동,1,도시대기,202404,0.0018,0.0203,0.46,0.0403,45,16
2,성남시,131125,성남대로,2,도로변,202404,0.0025,0.0335,0.56,0.028,55,19
2,성남시,131124,수내동,1,도시대기,202404,0.0021,0.0206,0.44,0.034,51,19
2,성남시,131128,운중동,1,도시대기,202404,0.0013,0.0161,0.43,0.0456,50,17
2,성남시,131123,정자동,1,도시대기,202404,0.0013,0.0149,0.47,0.0466,49,19
28,여주시,131591,중앙동,1,도시대기,202404,0.0036,0.012,0.38,0.0402,55,27
4,안양시,131145,안양2동,1,도시대기,202404,0.0027,0.0146,0.43,0.0378,54,
4,안양시,131141,안양8동,1,도시대기,202404,0.0026,0.0166,0.34,0.0429,50,25
4,안양시,131144,호계3동,1,도시대기,202404,0.0024,0.0148,0.31,0.0394,59,27
26,양주시,131562,고읍,1,도시대기,202404,0.0031,0.0136,0.35,0.0409,53,23
26,양주시,131561,백석읍,1,도시대기,202404,0.003,0.0109,0.3,0.0432,51,20
1,수원시,131119,호매실,1,도시대기,202404,0.0016,0.0144,0.36,0.0389,49,21
15,시흥시,131233,대야동,1,도시대기,202404,0.003,0.0232,0.38,0.0358,54,29
15,시흥시,131234,목감동,1,도시대기,202404,0.0036,0.0283,0.39,0.0343,58,25
15,시흥시,131236,서해안로,2,도로변,202404,0.004,0.0232,0.39,0.034,56,25
9,안산시,131194,원곡동,1,도시대기,202404,0.0025,0.0215,0.38,0.0333,60,27
15,시흥시,131232,시화산단,1,도시대기,202404,0.0034,0.0242,0.41,0.038,62,29
15,시흥시,131235,장현동,1,도시대기,202404,0.0033,0.0192,0.35,0.0394,56,24
15,시흥시,131231,정왕동,1,도시대기,202404,0.003,0.026,0.41,0.0376,57,27
9,안산시,131191,고잔동,1,도시대기,202404,0.003,0.0231,0.42,0.0384,48,20
13,남양주시,131244,화도읍,1,도시대기,202404,0.0018,0.0139,0.3,0.0413,53,25
23,김포시,131471,사우동,1,도시대기,202404,0.0029,0.0135,0.32,0.0457,51,25
23,김포시,131473,월곶면,1,도시대기,202404,0.0032,0.0083,0.26,0.0435,44,22
23,김포시,131475,한강로,2,도로변,202404,0.0035,0.0138,0.35,0.0464,56,23
13,남양주시,131245,경춘로,2,도로변,202404,0.0016,0.0328,0.41,0.0298,71,26
30,가평군,131611,가평,1,도시대기,202404,0.0013,0.0082,0.37,0.0452,43,18
30,가평군,131612,설악면,1,도시대기,202404,0.0012,0.0107,0.34,0.0428,50,19
10,고양시,131382,식사동,1,도시대기,202404,0.0026,0.0149,0.34,0.0456,55,22
10,고양시,131384,신원동,1,도시대기,202404,0.0025,0.0138,0.34,0.0409,55,22
22,안성시,131581,봉산동,1,도시대기,202404,0.0016,0.0118,0.43,0.0451,54,22
22,안성시,131584,죽산면,1,도시대기,202404,0.0012,0.0105,0.4,0.0464,67,27
31,양평군,131621,용문면,1,도시대기,202404,0.002,0.0066,0.3,0.0442,50,21
28,여주시,131593,가남읍,1,도시대기,202404,0.0038,0.012,0.37,0.0406,65,28
10,고양시,131385,주엽동,1,도시대기,202404,0.003,0.0145,0.33,0.0434,50,30
10,고양시,131381,행신동,1,도시대기,202404,0.0022,0.0183,0.34,0.0484,51,20
11,과천시,131201,별양동,1,도시대기,202404,0.0015,0.0189,0.3,0.0409,47,19
6,광명시,131163,소하동,1,도시대기,202404,0.0016,0.0201,0.47,0.0418,57,22
13,남양주시,131241,금곡동,1,도시대기,202404,0.002,0.0173,0.33,0.0396,50,19
13,남양주시,131243,별내동,1,도시대기,202404,0.0019,0.0188,0.3,0.039,53,21
6,광명시,131161,철산동,1,도시대기,202404,0.0015,0.0186,0.46,0.0455,56,21
25,광주시,131392,경안동,1,도시대기,202404,0.0014,0.0199,0.4,0.0437,57,21
25,광주시,131395,곤지암,1,도시대기,202404,0.0013,0.014,0.4,0.0423,55,21
25,광주시,131394,오포1동,1,도시대기,202404,0.0018,0.0133,0.35,0.0445,50,20
13,남양주시,131242,오남읍,1,도시대기,202404,0.0022,0.0111,0.31,0.0497,54,20
13,남양주시,131246,와부읍,1,도시대기,202404,0.0019,0.0128,0.32,0.049,50,22
12,구리시,131211,교문동,1,도시대기,202404,0.0023,0.0125,0.31,0.0377,46,17
12,구리시,131212,동구동,1,도시대기,202404,0.0023,0.0144,0.32,0.0315,44,20
16,군포시,131501,당동,1,도시대기,202404,0.0022,0.0239,0.41,0.0425,59,26
16,군포시,131502,산본동,1,도시대기,202404,0.0027,0.016,0.39,0.0414,52,20
13,남양주시,131247,진접읍,1,도시대기,202404,0.002,0.0123,0.28,0.0508,52,17
2,성남시,131121,단대동,1,도시대기,202403,0.0012,0.0169,0.37,0.0338,50,20
2,성남시,131120,대왕판교로,2,도로변,202403,0.0024,0.0315,0.56,0.0203,53,19
2,성남시,131126,복정동,1,도시대기,202403,0.0021,0.0174,0.38,0.0373,46,19
2,성남시,131129,상대원동,1,도시대기,202403,0.0017,0.0199,0.43,0.0323,44,17
2,성남시,131124,수내동,1,도시대기,202403,0.0012,0.0199,0.43,0.0276,50,24
2,성남시,131128,운중동,1,도시대기,202403,0.0013,0.0165,0.39,0.0379,49,19
2,성남시,131123,정자동,1,도시대기,202403,0.0013,0.0151,0.37,0.0383,51,21
1,수원시,131116,경수대로,2,도로변,202403,0.0015,0.0252,0.5,0.0267,54,24
4,안양시,131145,안양2동,1,도시대기,202403,0.0027,0.0187,0.44,0.0329,52,
4,안양시,131141,안양8동,1,도시대기,202403,0.0027,0.017,0.33,0.0345,49,24
4,안양시,131144,호계3동,1,도시대기,202403,0.0027,0.0164,0.4,0.0303,57,23
26,양주시,131561,백석읍,1,도시대기,202403,0.0029,0.0134,0.36,0.0334,51,20
31,양평군,131622,양평읍,1,도시대기,202403,0.0014,0.0119,0.38,0.0374,53,26
1,수원시,131119,호매실,1,도시대기,202403,0.0016,0.0134,0.33,0.035,45,18
15,시흥시,131233,대야동,1,도시대기,202403,0.0028,,0.35,0.032,49,26
15,시흥시,131234,목감동,1,도시대기,202403,0.0039,0.0233,0.32,0.0287,55,24
15,시흥시,131237,배곧동,1,도시대기,202403,0.0035,0.0206,0.41,0.0304,60,28
15,시흥시,131236,서해안로,2,도로변,202403,0.0035,0.0209,0.34,0.0324,55,23
9,안산시,131194,원곡동,1,도시대기,202403,0.0023,0.0207,0.37,0.0292,59,25
15,시흥시,131232,시화산단,1,도시대기,202403,0.0029,0.018,0.39,0.034,60,25
15,시흥시,131235,장현동,1,도시대기,202403,0.0033,0.0192,0.36,0.0291,55,21
15,시흥시,131231,정왕동,1,도시대기,202403,0.0039,0.0212,0.34,0.0322,52,23
9,안산시,131191,고잔동,1,도시대기,202403,0.0025,0.0224,0.41,0.0318,47,23
13,남양주시,131244,화도읍,1,도시대기,202403,0.0018,0.0175,0.32,0.0323,54,26
23,김포시,131471,사우동,1,도시대기,202403,0.0029,0.0155,0.37,0.0351,53,23
23,김포시,131473,월곶면,1,도시대기,202403,0.0031,0.0095,0.32,0.0377,47,23
23,김포시,131475,한강로,2,도로변,202403,0.0032,0.0165,0.36,0.0358,59,24
23,김포시,131474,한강신도시,1,도시대기,202403,0.0031,0.0152,0.37,0.041,56,28
8,동두천시,131571,보산동,1,도시대기,202403,0.0025,0.0143,0.36,0.0311,45,16
30,가평군,131611,가평,1,도시대기,202403,0.0016,0.0107,0.41,0.035,44,21
30,가평군,131612,설악면,1,도시대기,202403,0.0017,0.012,0.45,0.0366,53,24
10,고양시,131383,백마로,2,도로변,202403,0.003,0.0194,0.37,0.0323,61,24
10,고양시,131382,식사동,1,도시대기,202403,0.0031,0.0164,0.34,0.0373,56,22
10,고양시,131384,신원동,1,도시대기,202403,0.0024,0.0142,0.38,0.0318,56,24
11,과천시,131202,과천동,1,도시대기,202403,0.0014,0.0175,0.45,0.0323,52,21
22,안성시,131581,봉산동,1,도시대기,202403,0.0018,0.0134,0.41,0.0393,55,23
22,안성시,131584,죽산면,1,도시대기,202403,0.0014,0.0119,0.34,0.0366,58,27
31,양평군,131621,용문면,1,도시대기,202403,0.002,0.0087,0.31,0.0341,47,22
28,여주시,131593,가남읍,1,도시대기,202403,0.0032,0.0126,0.36,0.0322,59,29
28,여주시,131592,대신면,1,도시대기,202403,0.0035,0.0105,0.39,0.0342,53,28
10,고양시,131385,주엽동,1,도시대기,202403,0.0031,0.0147,0.33,0.0372,50,28
10,고양시,131381,행신동,1,도시대기,202403,0.0026,0.0177,0.34,0.0368,49,21
11,과천시,131201,별양동,1,도시대기,202403,0.0015,0.0191,0.39,0.033,52,21
6,광명시,131163,소하동,1,도시대기,202403,0.0014,0.0181,0.41,0.0364,56,23
13,남양주시,131243,별내동,1,도시대기,202403,0.0018,0.0197,0.3,0.0322,54,21
6,광명시,131161,철산동,1,도시대기,202403,0.0015,0.0173,0.41,0.0379,53,21
25,광주시,131392,경안동,1,도시대기,202403,0.0012,0.0216,0.4,0.0323,58,24
25,광주시,131395,곤지암,1,도시대기,202403,0.0013,0.0136,0.38,0.0327,57,25
25,광주시,131394,오포1동,1,도시대기,202403,0.0014,0.0151,0.38,0.0356,52,23
13,남양주시,131242,오남읍,1,도시대기,202403,0.002,0.0136,0.34,0.0353,57,22
13,남양주시,131246,와부읍,1,도시대기,202403,0.0018,0.0136,0.32,0.0378,48,21
12,구리시,131211,교문동,1,도시대기,202403,0.0025,0.0136,0.31,0.0286,51,20
12,구리시,131212,동구동,1,도시대기,202403,0.0023,0.0168,0.33,0.0241,47,22
16,군포시,131501,당동,1,도시대기,202403,0.0029,0.0238,0.41,0.0346,55,24
16,군포시,131502,산본동,1,도시대기,202403,0.004,0.0171,0.4,0.0319,51,20
23,김포시,131472,고촌읍,1,도시대기,202403,0.0035,0.0115,0.33,0.0354,49,23
13,남양주시,131247,진접읍,1,도시대기,202403,0.002,0.0153,0.32,0.0367,49,18
9,안산시,131193,본오동,1,도시대기,202403,0.0023,0.0171,0.4,0.0304,55,20
1,수원시,131111,신풍동,1,도시대기,202403,0.0021,0.0172,0.41,0.0301,49,23
2,성남시,131125,성남대로,2,도로변,202403,0.0025,0.032,0.55,0.0233,54,20
22,안성시,131583,공도읍,1,도시대기,202403,0.0017,0.0137,0.39,0.0364,61,28
27,포천시,131453,선단동,1,도시대기,202403,0.0026,0.0137,0.34,0.0348,43,23
19,용인시,131412,수지,1,도시대기,202403,0.0013,0.0174,0.4,0.0342,55,23
17,의왕시,131223,고천동,1,도시대기,202403,0.0015,0.0191,0.41,0.0333,50,20
21,이천시,131444,부발읍,1,도시대기,202403,0.0035,0.014,0.38,0.0362,58,30
28,여주시,131591,중앙동,1,도시대기,202403,0.0036,0.0136,0.41,0.032,51,29
26,양주시,131562,고읍,1,도시대기,202403,0.0034,0.0158,0.37,0.0287,52,24
19,용인시,131416,이동읍,1,도시대기,202403,0.0014,0.0153,0.39,0.0334,52,27
19,용인시,131414,중부대로,2,도로변,202403,0.0015,0.0253,0.43,0.0325,51,25
17,의왕시,131222,부곡3동,1,도시대기,202403,0.0016,0.0227,0.41,0.0348,49,21
3,의정부시,131133,송산3동,1,도시대기,202403,0.003,0.0198,0.36,0.0298,45,18
3,의정부시,131132,의정부1동,1,도시대기,202403,0.0027,0.018,0.37,0.0353,52,24
3,의정부시,131131,의정부동,1,도시대기,202403,0.0032,0.019,0.42,0.0373,51,21
21,이천시,131443,장호원읍,1,도시대기,202403,0.0031,0.0134,0.4,0.0371,51,22
21,이천시,131442,창전동,1,도시대기,202403,0.0038,0.015,0.4,0.0366,48,21
20,파주시,131371,금촌동,1,도시대기,202403,0.0015,0.0165,0.47,0.0344,55,27
20,파주시,131372,운정,1,도시대기,202403,0.0016,0.0166,0.44,0.0335,53,25
20,파주시,131374,파주읍,1,도시대기,202403,0.0015,0.0098,0.34,0.035,47,20
7,평택시,131346,고덕동,1,도시대기,202403,0.0018,0.0147,0.21,0.0382,53,25
7,평택시,131341,비전동,1,도시대기,202403,0.0018,0.014,0.23,0.035,60,
24,화성시,131551,남양읍,1,도시대기,202403,0.0034,0.0168,0.33,0.0395,55,24
24,화성시,131557,봉담읍,1,도시대기,202403,0.0037,0.0163,0.34,0.0334,53,26
24,화성시,131556,새솔동,1,도시대기,202403,0.0036,0.0138,,0.0369,56,
24,화성시,131558,서신면,1,도시대기,202403,0.0032,0.0079,0.32,0.0402,55,25
24,화성시,131554,우정읍,1,도시대기,202403,0.004,0.0121,0.34,0.0372,54,25
13,남양주시,131241,금곡동,1,도시대기,202403,0.0018,0.0181,0.33,0.032,48,21
13,남양주시,131245,경춘로,2,도로변,202403,0.0018,0.0274,0.47,0.0255,66,26
24,화성시,131555,청계동,1,도시대기,202403,0.0041,0.012,0.33,0.0445,47,22
24,화성시,131552,향남읍,1,도시대기,202403,0.0037,0.0134,0.34,0.0354,54,26
29,연천군,131601,연천,1,도시대기,202403,0.0015,0.0068,0.33,0.0394,41,18
29,연천군,131602,전곡,1,도시대기,202403,0.0014,0.0094,0.33,0.0349,45,23
14,오산시,131532,금암로,2,도로변,202403,0.0023,0.0193,0.39,0.0325,54,23
14,오산시,131531,오산동,1,도시대기,202403,0.0024,0.0221,0.38,0.0357,49,24
19,용인시,131413,기흥,1,도시대기,202403,0.0015,0.0179,0.4,0.0365,57,22
19,용인시,131411,김량장동,1,도시대기,202403,0.0014,0.0178,0.45,0.0341,56,26
19,용인시,131415,모현읍,1,도시대기,202403,0.0014,0.0121,0.37,0.0378,54,21
19,용인시,131417,백암면,1,도시대기,202403,0.0011,0.0098,0.3,0.0324,56,26
1,수원시,131117,고색동,1,도시대기,202403,0.0015,0.0195,0.42,0.0355,59,23
1,수원시,131114,영통동,1,도시대기,202403,0.0017,0.0172,0.41,0.036,51,20
1,수원시,131112,인계동,1,도시대기,202403,0.002,0.021,0.49,0.0338,51,24
1,수원시,131115,천천동,1,도시대기,202403,0.0017,0.0218,0.45,0.0354,50,22
9,안산시,131195,부곡동,1,도시대기,202403,0.0028,0.0257,0.41,0.0299,51,19
9,안산시,131192,원시동,1,도시대기,202403,0.0052,0.0158,0.33,0.0323,61,25
9,안산시,131198,중앙대로,2,도로변,202403,0.0025,0.0246,0.41,0.0288,52,25
9,안산시,131197,호수동,1,도시대기,202403,0.0024,0.0187,0.33,0.0348,50,20
4,안양시,131142,부림동,1,도시대기,202403,0.0028,0.0178,0.35,0.0329,56,22
24,화성시,131553,동탄,1,도시대기,202403,0.0038,0.0151,0.34,0.0369,52,25
7,평택시,131344,송북동,1,도시대기,202403,0.0027,0.0161,0.33,0.0328,67,23
7,평택시,131342,안중,1,도시대기,202403,0.002,0.0132,0.21,0.0408,54,27
7,평택시,131345,청북읍,1,도시대기,202403,0.0019,0.0121,0.21,0.0375,54,28
7,평택시,131343,평택항,1,도시대기,202403,0.0026,0.018,0.31,0.0363,61,26
27,포천시,131454,일동면,1,도시대기,202403,0.0024,0.0083,0.35,0.0402,40,21
18,하남시,131542,미사,1,도시대기,202403,0.0021,0.0168,0.36,0.0357,53,20
18,하남시,131541,신장동,1,도시대기,202403,0.0023,0.0212,0.33,0.0293,48,23
9,안산시,131196,대부동,1,도시대기,202403,0.0025,0.0115,0.31,0.0402,48,20
5,부천시,831152,내동,1,도시대기,202403,0.0027,0.022,0.43,0.0271,56,24
5,부천시,831151,소사본동,1,도시대기,202403,0.0028,0.0193,0.44,0.031,56,21
5,부천시,831155,송내대로,2,도로변,202403,0.0026,0.0245,0.35,0.0273,60,20
5,부천시,831154,오정동,1,도시대기,202403,0.002,0.0185,0.47,0.033,56,22
1,수원시,131113,광교동,1,도시대기,202403,0.002,0.0185,0.37,0.035,57,26
5,부천시,831153,중2동,1,도시대기,202403,0.0016,0.0176,0.42,0.0348,53,23
1,수원시,131111,신풍동,1,도시대기,202402,0.0014,0.0224,0.49,0.0212,29,25
5,부천시,831153,중2동,1,도시대기,202402,0.0016,0.0231,0.5,0.025,35,23
2,성남시,131121,단대동,1,도시대기,202402,0.0011,0.0196,0.44,0.024,32,23
2,성남시,131120,대왕판교로,2,도로변,202402,0.0024,0.0356,0.68,0.0105,36,21
2,성남시,131129,상대원동,1,도시대기,202402,0.0011,0.0214,0.49,0.0234,28,18
2,성남시,131125,성남대로,2,도로변,202402,0.0025,0.0333,0.65,0.0154,36,22
2,성남시,131124,수내동,1,도시대기,202402,0.0013,0.0227,0.52,0.018,32,23
2,성남시,131128,운중동,1,도시대기,202402,0.0011,0.0201,0.46,0.025,34,22
2,성남시,131123,정자동,1,도시대기,202402,0.0009,0.0172,0.47,0.0265,33,23
1,수원시,131116,경수대로,2,도로변,202402,0.0014,0.0295,0.59,0.0172,37,27
28,여주시,131591,중앙동,1,도시대기,202402,0.0034,0.0142,0.46,0.0218,31,26
29,연천군,131601,연천,1,도시대기,202402,0.0019,0.0067,0.42,0.03,28,17
4,안양시,131145,안양2동,1,도시대기,202402,0.0027,,0.64,0.0266,36,
4,안양시,131141,안양8동,1,도시대기,202402,0.0028,0.0198,0.39,0.0246,33,25
4,안양시,131144,호계3동,1,도시대기,202402,0.0026,0.0184,0.49,0.0193,36,23
